IP Address,Timestamp,User Type,User Agent,Endpoint,Request Type,Status Code,Response Time,Compliant
192.168.1.3,2023-01-01 01:13:52,developer,Chrome/87.0,/api/v1/products,PUT,303,893,True
192.168.1.3,2023-01-01 01:17:26,analyst,Opera/73.0,/api/v1/inventory,GET,403,723,True
192.168.1.2,2023-01-01 01:30:15,admin,Edge/89.0,/api/v1/configuration,DELETE,404,309,True
192.168.1.2,2023-01-01 01:38:27,developer,Firefox/84.0,/api/v1/products,GET,200,424,True
217.219.154.94,2023-01-01 01:39:35,develOper,Opera/73.0,/api/v1/products,POST,404,272,False
192.168.1.3,2023-01-01 01:41:03,analyst,Safari,/api/v1/products,GET,200,418,True
192.168.1.3,2023-01-01 01:41:19,developer,Firefox/84.0,/api/v1/inventory,PUT,303,345,True
24.82.67.216,2023-01-01 01:41:54,analyst,Opera/73.0,/api/v1/configuration,GET,303,849,False
181.42.202.221,2023-01-01 01:43:01,develOper,Android/84.0,/api/v1/orders,GET,500,805,False
182.238.129.10,2023-01-01 01:45:13,develOper,Chrome/87.0,/api/v1/configuration,DELETE,401,483,False
192.168.1.2,2023-01-01 01:45:13,analyst,Android/84.0,/api/v1/inventory,GET,500,388,True
6.166.79.43,2023-01-01 01:53:30,develOper,Android/84.0,/api/v1/configuration,POST,404,283,False
192.168.1.1,2023-01-01 01:53:46,analyst,Android/84.0,/api/v1/products,GET,401,932,True
192.168.1.3,2023-01-01 01:57:16,developer,Opera/73.0,/api/v1/products,GET,502,588,True
31.64.124.95,2023-01-01 01:59:04,developer,Android/84.0,/api/v1/configuration,DELETE,401,798,False
150.113.129.185,2023-01-01 02:05:25,devloper,Android/84.0,/api/v1/dashboard,DELETE,401,736,False
192.168.1.3,2023-01-01 02:07:29,admin,Chrome/87.0,/api/v1/configuration,POST,401,507,True
211.237.15.65,2023-01-01 02:13:54,analyst,Edge/89.0,/api/v1/configuration,PUT,200,742,False
192.168.1.3,2023-01-01 02:14:41,developer,Opera/73.0,/api/v1/inventory,PUT,500,988,True
207.210.228.109,2023-01-01 02:16:03,develOper,Opera/73.0,/api/v1/inventory,DELETE,403,661,False
166.154.189.40,2023-01-01 02:19:43,develOper,Edge/89.0,/api/v1/products,GET,401,909,False
132.241.254.205,2023-01-01 02:28:47,analyst,Opera/73.0,/api/v1/products,GET,200,290,False
149.222.164.200,2023-01-01 02:29:00,aadmin,Android/84.0,/api/v1/orders,GET,200,415,False
192.168.1.3,2023-01-01 02:29:36,analyst,Opera/73.0,/api/v1/inventory,GET,403,643,True
192.168.1.1,2023-01-01 02:33:33,developer,Edge/89.0,/api/v1/products,GET,304,290,True
192.168.1.1,2023-01-01 02:36:25,analyst,Opera/73.0,/api/v1/inventory,GET,200,900,True
192.168.1.1,2023-01-01 02:43:14,developer,iPhone; CPU OS 12_4_9,/api/v1/orders,PUT,200,512,True
209.102.121.96,2023-01-01 02:50:58,analyzt,Edge/89.0,/api/v1/dashboard,GET,303,815,False
169.140.235.106,2023-01-01 02:56:48,developer,iPhone; CPU OS 12_4_9,/api/v1/dashboard,PUT,502,123,False
40.212.92.16,2023-01-01 03:00:25,devloper,Opera/73.0,/api/v1/dashboard,DELETE,304,947,False
192.168.1.1,2023-01-01 03:07:15,analyst,Safari,/api/v1/orders,GET,303,796,True
170.76.252.211,2023-01-01 03:09:12,devloper,Edge/89.0,/api/v1/products,PUT,403,325,False
192.168.1.3,2023-01-01 03:11:28,admin,Firefox/84.0,/api/v1/configuration,DELETE,200,448,True
192.168.1.3,2023-01-01 03:12:53,developer,Opera/73.0,/api/v1/orders,GET,200,350,True
16.51.129.27,2023-01-01 03:23:27,deve1oper,Firefox/84.0,/api/v1/products,POST,404,354,False
192.168.1.3,2023-01-01 03:30:42,admin,Firefox/84.0,/api/v1/configuration,GET,303,519,True
115.130.183.112,2023-01-01 03:31:52,aadmin,Android/84.0,/api/v1/payments,DELETE,200,490,False
196.67.80.66,2023-01-01 03:34:35,deve1oper,Chrome/87.0,/api/v1/orders,PUT,200,631,False
96.198.17.68,2023-01-01 03:35:13,analyzt,Firefox/84.0,/api/v1/dashboard,POST,200,134,False
26.115.230.128,2023-01-01 03:42:10,analyst,iPhone; CPU OS 12_4_9,/api/v1/payments,POST,500,188,False
49.125.53.203,2023-01-01 03:42:41,developer,Chrome/87.0,/api/v1/dashboard,DELETE,500,679,False
61.199.151.49,2023-01-01 03:44:52,aadmin,Edge/89.0,/api/v1/dashboard,PUT,303,949,False
11.128.129.84,2023-01-01 03:46:41,deve1oper,Safari,/api/v1/inventory,GET,502,200,False
192.168.1.1,2023-01-01 03:49:09,analyst,iPhone; CPU OS 12_4_9,/api/v1/inventory,GET,500,321,True
192.168.1.2,2023-01-01 03:49:12,analyst,Edge/89.0,/api/v1/payments,PUT,404,547,False
192.168.1.2,2023-01-01 03:49:27,analyst,Opera/73.0,/api/v1/products,GET,200,313,True
192.168.1.3,2023-01-01 03:55:13,developer,Safari,/api/v1/orders,POST,304,799,True
6.150.239.108,2023-01-01 04:02:41,admiin,Edge/89.0,/api/v1/dashboard,GET,404,12,False
192.168.1.3,2023-01-01 04:04:22,analyst,Safari,/api/v1/orders,GET,304,664,True
192.168.1.1,2023-01-01 04:08:15,admin,Android/84.0,/api/v1/dashboard,GET,304,462,True
192.168.1.1,2023-01-01 04:08:40,admin,Chrome/87.0,/api/v1/payments,GET,502,97,True
192.168.1.3,2023-01-01 04:13:08,developer,Chrome/87.0,/api/v1/orders,POST,404,169,True
192.168.1.3,2023-01-01 04:13:38,analyst,Opera/73.0,/api/v1/inventory,GET,404,842,True
193.38.196.170,2023-01-01 04:18:11,admiin,Chrome/87.0,/api/v1/payments,PUT,404,251,False
192.168.1.1,2023-01-01 04:20:49,admin,Safari,/api/v1/payments,DELETE,303,837,True
192.168.1.3,2023-01-01 04:23:23,analyst,Firefox/84.0,/api/v1/orders,GET,403,608,True
192.168.1.3,2023-01-01 04:25:56,admin,Edge/89.0,/api/v1/payments,PUT,200,908,True
192.168.1.2,2023-01-01 04:27:07,analyst,Edge/89.0,/api/v1/orders,GET,200,635,True
59.217.217.217,2023-01-01 04:27:38,analyst,Chrome/87.0,/api/v1/configuration,DELETE,500,46,False
192.168.1.2,2023-01-01 04:28:50,admin,Safari,/api/v1/dashboard,POST,200,677,True
192.168.1.2,2023-01-01 04:29:29,devloper,Android/84.0,/api/v1/orders,POST,200,311,False
192.168.1.1,2023-01-01 04:41:05,analyst,Edge/89.0,/api/v1/products,GET,500,414,True
192.168.1.2,2023-01-01 04:41:43,admin,Edge/89.0,/api/v1/payments,PUT,401,834,True
192.168.1.2,2023-01-01 04:42:08,admin,Safari,/api/v1/payments,POST,303,418,True
47.194.241.210,2023-01-01 04:44:05,admiin,iPhone; CPU OS 12_4_9,/api/v1/configuration,GET,500,96,False
192.168.1.2,2023-01-01 04:46:56,analyst,Chrome/87.0,/api/v1/orders,GET,403,528,True
55.76.67.119,2023-01-01 04:49:27,develOper,Edge/89.0,/api/v1/dashboard,POST,200,715,False
144.81.242.95,2023-01-01 04:55:59,analyst,Android/84.0,/api/v1/dashboard,GET,200,584,False
124.191.239.237,2023-01-01 05:00:18,analyst,Opera/73.0,/api/v1/inventory,GET,200,914,False
151.237.106.145,2023-01-01 05:02:19,analyst,Edge/89.0,/api/v1/payments,DELETE,502,209,False
192.168.1.2,2023-01-01 05:04:22,admin,Safari,/api/v1/dashboard,DELETE,401,65,True
192.168.1.1,2023-01-01 05:06:42,developer,Opera/73.0,/api/v1/orders,GET,502,158,True
192.168.1.1,2023-01-01 05:07:25,developer,iPhone; CPU OS 12_4_9,/api/v1/orders,GET,502,907,True
192.168.1.1,2023-01-01 05:16:43,developer,iPhone; CPU OS 12_4_9,/api/v1/products,GET,303,679,True
192.168.1.1,2023-01-01 05:26:16,admin,Opera/73.0,/api/v1/configuration,POST,303,564,True
192.168.1.2,2023-01-01 05:28:30,admin,Safari,/api/v1/configuration,GET,403,43,True
192.168.1.2,2023-01-01 05:28:46,analyst,Android/84.0,/api/v1/products,GET,303,55,True
205.90.163.111,2023-01-01 05:29:18,deve1oper,Chrome/87.0,/api/v1/dashboard,DELETE,200,757,False
207.81.188.76,2023-01-01 05:31:57,aadmin,Opera/73.0,/api/v1/products,GET,200,475,False
192.168.1.1,2023-01-01 05:32:53,analyst,Opera/73.0,/api/v1/products,GET,200,399,True
192.168.1.2,2023-01-01 05:34:25,admin,iPhone; CPU OS 12_4_9,/api/v1/payments,GET,200,359,True
87.254.126.196,2023-01-01 05:34:32,aadmin,Edge/89.0,/api/v1/configuration,POST,200,738,False
192.168.1.1,2023-01-01 05:37:54,developer,Chrome/87.0,/api/v1/orders,POST,401,396,True
192.168.1.3,2023-01-01 05:39:59,admin,Chrome/87.0,/api/v1/dashboard,DELETE,200,956,True
181.158.228.194,2023-01-01 05:41:47,aadmin,Edge/89.0,/api/v1/inventory,DELETE,502,900,False
165.82.73.165,2023-01-01 05:44:12,admiin,iPhone; CPU OS 12_4_9,/api/v1/payments,POST,401,820,False
117.247.201.164,2023-01-01 05:46:35,aadmin,Safari,/api/v1/products,DELETE,304,165,False
21.142.17.76,2023-01-01 05:48:40,analyzt,Firefox/84.0,/api/v1/dashboard,GET,500,747,False
192.168.1.3,2023-01-01 05:49:57,analyst,Opera/73.0,/api/v1/products,GET,304,904,True
57.184.10.17,2023-01-01 05:51:08,develOper,Firefox/84.0,/api/v1/configuration,PUT,500,494,False
86.218.223.84,2023-01-01 05:53:52,developer,Firefox/84.0,/api/v1/configuration,POST,200,136,False
36.89.152.189,2023-01-01 05:57:40,admiin,Edge/89.0,/api/v1/payments,GET,401,880,False
192.168.1.3,2023-01-01 06:01:23,admin,Chrome/87.0,/api/v1/dashboard,GET,200,350,True
162.98.195.23,2023-01-01 06:02:55,aadmin,Opera/73.0,/api/v1/products,POST,500,343,False
92.122.87.132,2023-01-01 06:04:22,aadmin,Opera/73.0,/api/v1/payments,GET,200,201,False
163.143.125.51,2023-01-01 06:06:05,analyzt,Firefox/84.0,/api/v1/products,PUT,200,835,False
22.24.219.223,2023-01-01 06:14:45,aadmin,Chrome/87.0,/api/v1/payments,PUT,200,658,False
69.205.180.119,2023-01-01 06:17:19,analyzt,Safari,/api/v1/configuration,PUT,304,259,False
73.99.249.80,2023-01-01 06:24:32,develOper,Android/84.0,/api/v1/payments,POST,401,877,False
169.243.115.228,2023-01-01 06:29:37,aadmin,Android/84.0,/api/v1/payments,GET,404,385,False
172.237.61.34,2023-01-01 06:32:51,analyst,Firefox/84.0,/api/v1/dashboard,PUT,200,380,False
192.168.1.2,2023-01-01 06:34:55,developer,Android/84.0,/api/v1/products,PUT,200,967,True
16.103.150.173,2023-01-01 06:44:01,deve1oper,Opera/73.0,/api/v1/inventory,POST,403,84,False
130.131.16.221,2023-01-01 06:44:08,analyst,Safari,/api/v1/products,POST,304,688,False
96.251.38.147,2023-01-01 06:44:11,analyst,Firefox/84.0,/api/v1/inventory,DELETE,200,81,False
25.13.188.89,2023-01-01 06:45:59,admiin,Chrome/87.0,/api/v1/configuration,PUT,200,799,False
192.168.1.3,2023-01-01 06:46:48,admin,Opera/73.0,/api/v1/payments,POST,200,28,True
192.168.1.3,2023-01-01 06:47:15,analyst,Opera/73.0,/api/v1/products,GET,200,398,True
192.168.1.1,2023-01-01 06:47:39,admin,Edge/89.0,/api/v1/configuration,POST,502,37,True
192.168.1.2,2023-01-01 06:49:24,analyst,Android/84.0,/api/v1/inventory,GET,200,105,True
49.7.126.164,2023-01-01 06:50:16,develOper,Opera/73.0,/api/v1/configuration,PUT,403,59,False
192.168.1.3,2023-01-01 06:59:02,developer,Opera/73.0,/api/v1/orders,POST,502,692,True
11.76.190.2,2023-01-01 06:59:34,analyst,Edge/89.0,/api/v1/payments,POST,502,851,False
208.66.159.137,2023-01-01 07:00:16,develOper,iPhone; CPU OS 12_4_9,/api/v1/configuration,DELETE,200,580,False
192.168.1.1,2023-01-01 07:00:27,developer,Chrome/87.0,/api/v1/inventory,GET,304,542,True
192.168.1.2,2023-01-01 07:00:58,analyst,Opera/73.0,/api/v1/inventory,GET,303,705,True
192.168.1.3,2023-01-01 07:00:59,analyst,Android/84.0,/api/v1/inventory,GET,200,220,True
85.200.46.144,2023-01-01 07:02:25,develOper,Firefox/84.0,/api/v1/products,PUT,200,192,False
58.45.18.34,2023-01-01 07:03:22,develOper,Safari,/api/v1/dashboard,POST,404,12,False
130.174.7.44,2023-01-01 07:03:41,develOper,Android/84.0,/api/v1/dashboard,GET,401,215,False
192.168.1.3,2023-01-01 07:05:30,admin,Firefox/84.0,/api/v1/dashboard,PUT,303,618,True
192.168.1.2,2023-01-01 07:05:55,analyst,iPhone; CPU OS 12_4_9,/api/v1/inventory,GET,401,118,True
192.168.1.3,2023-01-01 07:10:25,analyst,Edge/89.0,/api/v1/orders,GET,200,93,True
192.168.1.1,2023-01-01 07:11:25,admin,Firefox/84.0,/api/v1/dashboard,GET,401,372,True
219.48.188.229,2023-01-01 07:12:57,developer,Opera/73.0,/api/v1/configuration,GET,200,250,False
206.31.142.185,2023-01-01 07:13:06,developer,Firefox/84.0,/api/v1/inventory,GET,200,686,False
90.47.58.245,2023-01-01 07:15:15,analyst,iPhone; CPU OS 12_4_9,/api/v1/dashboard,DELETE,401,781,False
192.168.1.1,2023-01-01 07:16:23,developer,iPhone; CPU OS 12_4_9,/api/v1/inventory,PUT,403,418,True
9.49.88.246,2023-01-01 07:29:27,develOper,Firefox/84.0,/api/v1/dashboard,PUT,404,804,False
14.72.243.147,2023-01-01 07:34:48,devloper,iPhone; CPU OS 12_4_9,/api/v1/dashboard,POST,502,60,False
130.148.53.138,2023-01-01 07:38:20,deve1oper,Safari,/api/v1/payments,POST,200,551,False
192.168.1.2,2023-01-01 07:38:22,analyst,Android/84.0,/api/v1/inventory,GET,403,713,True
192.168.1.1,2023-01-01 07:41:30,developer,Safari,/api/v1/orders,GET,500,498,True
192.168.1.2,2023-01-01 07:46:30,developer,Edge/89.0,/api/v1/inventory,GET,200,304,True
192.168.1.2,2023-01-01 07:46:45,developer,Android/84.0,/api/v1/products,POST,502,878,True
192.168.1.2,2023-01-01 07:47:11,admin,Firefox/84.0,/api/v1/dashboard,POST,404,158,True
192.168.1.1,2023-01-01 07:47:26,developer,Firefox/84.0,/api/v1/orders,PUT,303,460,True
152.130.236.114,2023-01-01 07:48:53,analyst,Safari,/api/v1/dashboard,POST,500,436,False
35.118.163.78,2023-01-01 07:56:11,deve1oper,Safari,/api/v1/dashboard,GET,200,123,False
150.141.76.4,2023-01-01 08:00:36,developer,Safari,/api/v1/configuration,PUT,404,3,False
41.25.250.16,2023-01-01 08:02:44,aadmin,iPhone; CPU OS 12_4_9,/api/v1/dashboard,PUT,502,603,False
192.168.1.3,2023-01-01 08:05:11,admin,Android/84.0,/api/v1/dashboard,PUT,304,832,True
202.231.151.142,2023-01-01 08:06:46,deve1oper,Firefox/84.0,/api/v1/configuration,POST,304,247,False
212.201.250.187,2023-01-01 08:14:23,aadmin,Edge/89.0,/api/v1/payments,POST,200,874,False
192.168.1.1,2023-01-01 08:16:52,admin,Safari,/api/v1/configuration,GET,200,645,True
9.206.248.236,2023-01-01 08:17:54,developer,Safari,/api/v1/payments,DELETE,404,882,False
192.168.1.1,2023-01-01 08:20:13,analyst,Edge/89.0,/api/v1/products,GET,403,388,True
192.168.1.2,2023-01-01 08:25:18,developer,Safari,/api/v1/products,POST,304,523,True
192.168.1.2,2023-01-01 08:31:27,analyst,Edge/89.0,/api/v1/orders,GET,200,746,True
192.168.1.2,2023-01-01 08:38:36,admin,Edge/89.0,/api/v1/configuration,PUT,404,446,True
192.168.1.3,2023-01-01 08:38:55,admin,Edge/89.0,/api/v1/dashboard,PUT,200,181,True
192.168.1.3,2023-01-01 08:41:26,analyst,Safari,/api/v1/orders,GET,304,119,True
181.147.13.37,2023-01-01 08:42:19,admiin,Android/84.0,/api/v1/inventory,DELETE,200,391,False
110.33.51.18,2023-01-01 08:45:40,developer,iPhone; CPU OS 12_4_9,/api/v1/products,GET,304,951,False
192.168.1.1,2023-01-01 08:50:32,developer,Firefox/84.0,/api/v1/products,PUT,403,25,True
192.168.1.2,2023-01-01 08:51:23,analyst,iPhone; CPU OS 12_4_9,/api/v1/orders,GET,200,470,True
192.168.1.2,2023-01-01 08:54:51,analyst,Firefox/84.0,/api/v1/products,GET,304,640,True
192.168.1.3,2023-01-01 08:57:03,developer,Safari,/api/v1/inventory,PUT,200,473,True
133.59.1.224,2023-01-01 08:57:40,deve1oper,Chrome/87.0,/api/v1/payments,GET,403,547,False
165.137.188.82,2023-01-01 08:59:15,analyst,iPhone; CPU OS 12_4_9,/api/v1/orders,POST,502,551,False
192.168.1.2,2023-01-01 09:03:38,developer,iPhone; CPU OS 12_4_9,/api/v1/orders,GET,200,779,True
192.168.1.1,2023-01-01 09:05:08,admin,Opera/73.0,/api/v1/configuration,PUT,304,619,True
48.163.154.16,2023-01-01 09:05:22,admiin,Chrome/87.0,/api/v1/dashboard,PUT,200,567,False
17.17.246.231,2023-01-01 09:06:59,analyst,Edge/89.0,/api/v1/inventory,GET,404,580,False
122.89.248.237,2023-01-01 09:07:06,admiin,Safari,/api/v1/configuration,POST,303,874,False
192.168.1.2,2023-01-01 09:07:40,admin,Opera/73.0,/api/v1/payments,POST,200,76,True
195.152.101.133,2023-01-01 09:10:29,devloper,Safari,/api/v1/orders,POST,304,754,False
192.168.1.1,2023-01-01 09:16:31,admin,Android/84.0,/api/v1/payments,DELETE,500,464,True
89.60.175.254,2023-01-01 09:20:30,analyzt,Android/84.0,/api/v1/configuration,GET,200,339,False
180.193.161.157,2023-01-01 09:20:50,analyst,Edge/89.0,/api/v1/configuration,GET,304,496,False
192.168.1.2,2023-01-01 09:21:14,admin,Firefox/84.0,/api/v1/configuration,GET,200,1000,True
223.216.109.215,2023-01-01 09:22:18,admiin,Safari,/api/v1/dashboard,GET,502,775,False
22.103.53.32,2023-01-01 09:31:57,admiin,iPhone; CPU OS 12_4_9,/api/v1/configuration,POST,200,669,False
192.168.1.3,2023-01-01 09:35:26,analyst,Opera/73.0,/api/v1/products,GET,403,344,True
192.168.1.2,2023-01-01 09:37:05,developer,Edge/89.0,/api/v1/inventory,POST,200,421,True
163.250.236.142,2023-01-01 09:37:48,aadmin,Safari,/api/v1/configuration,GET,303,112,False
24.49.174.8,2023-01-01 09:40:03,devloper,iPhone; CPU OS 12_4_9,/api/v1/orders,POST,303,793,False
163.244.205.119,2023-01-01 09:40:22,admiin,iPhone; CPU OS 12_4_9,/api/v1/inventory,POST,200,276,False
2.232.214.222,2023-01-01 09:41:25,devloper,Edge/89.0,/api/v1/dashboard,PUT,200,365,False
75.6.91.45,2023-01-01 09:43:13,analyst,Android/84.0,/api/v1/dashboard,PUT,200,100,False
64.180.178.25,2023-01-01 09:44:42,deve1oper,iPhone; CPU OS 12_4_9,/api/v1/payments,DELETE,200,369,False
192.168.1.1,2023-01-01 09:55:30,developer,Android/84.0,/api/v1/inventory,GET,502,175,True
192.168.1.3,2023-01-01 09:55:34,analyst,Chrome/87.0,/api/v1/inventory,GET,404,731,True
192.168.1.1,2023-01-01 09:57:23,admin,iPhone; CPU OS 12_4_9,/api/v1/payments,GET,304,161,True
192.168.1.3,2023-01-01 09:58:35,admin,Firefox/84.0,/api/v1/payments,DELETE,304,677,True
192.168.1.1,2023-01-01 10:00:06,developer,Android/84.0,/api/v1/orders,POST,200,367,True
192.168.1.1,2023-01-01 10:01:05,developer,Android/84.0,/api/v1/inventory,GET,500,930,True
192.168.1.2,2023-01-01 10:02:16,developer,iPhone; CPU OS 12_4_9,/api/v1/products,GET,200,608,True
78.250.142.194,2023-01-01 10:11:04,devloper,Android/84.0,/api/v1/dashboard,DELETE,303,711,False
192.168.1.2,2023-01-01 10:17:20,admin,Opera/73.0,/api/v1/configuration,DELETE,500,957,True
192.168.1.2,2023-01-01 10:17:49,analyst,Chrome/87.0,/api/v1/orders,GET,403,113,True
180.44.221.187,2023-01-01 10:20:48,analyzt,Chrome/87.0,/api/v1/dashboard,GET,404,969,False
210.4.249.136,2023-01-01 10:23:42,analyst,Firefox/84.0,/api/v1/configuration,POST,502,286,False
192.168.1.2,2023-01-01 10:26:33,analyst,Android/84.0,/api/v1/orders,GET,401,893,True
192.168.1.2,2023-01-01 10:26:37,developer,iPhone; CPU OS 12_4_9,/api/v1/inventory,PUT,500,854,True
167.122.45.101,2023-01-01 10:28:08,aadmin,Edge/89.0,/api/v1/products,DELETE,304,561,False
96.144.173.135,2023-01-01 10:28:33,aadmin,Chrome/87.0,/api/v1/payments,PUT,304,308,False
192.168.1.1,2023-01-01 10:30:35,analyst,Firefox/84.0,/api/v1/inventory,GET,404,374,True
15.179.7.189,2023-01-01 10:31:34,develOper,Chrome/87.0,/api/v1/configuration,POST,303,639,False
166.16.162.136,2023-01-01 10:35:21,aadmin,Safari,/api/v1/inventory,DELETE,404,152,False
47.61.31.115,2023-01-01 10:35:25,developer,Opera/73.0,/api/v1/dashboard,PUT,401,786,False
136.157.221.203,2023-01-01 10:36:44,analyst,Edge/89.0,/api/v1/orders,PUT,200,775,False
192.168.1.3,2023-01-01 10:39:09,analyst,Edge/89.0,/api/v1/orders,GET,401,40,True
192.168.1.2,2023-01-01 10:39:45,admin,iPhone; CPU OS 12_4_9,/api/v1/dashboard,DELETE,200,311,True
15.25.185.27,2023-01-01 10:42:34,analyst,Opera/73.0,/api/v1/payments,PUT,200,894,False
202.165.191.206,2023-01-01 10:43:12,devloper,Firefox/84.0,/api/v1/inventory,GET,500,374,False
192.168.1.1,2023-01-01 10:44:45,admin,Safari,/api/v1/payments,PUT,401,454,True
5.133.185.127,2023-01-01 10:45:29,developer,Edge/89.0,/api/v1/payments,PUT,200,162,False
192.168.1.3,2023-01-01 10:50:27,developer,Edge/89.0,/api/v1/orders,GET,200,232,True
57.122.26.203,2023-01-01 10:52:18,develOper,Opera/73.0,/api/v1/configuration,GET,200,466,False
192.168.1.2,2023-01-01 11:12:59,analyst,Edge/89.0,/api/v1/inventory,GET,500,848,True
220.186.99.226,2023-01-01 11:16:30,devloper,Chrome/87.0,/api/v1/products,POST,200,395,False
215.249.229.199,2023-01-01 11:21:10,developer,Chrome/87.0,/api/v1/products,POST,403,950,False
192.168.1.2,2023-01-01 11:25:01,admin,Safari,/api/v1/configuration,DELETE,403,266,True
192.168.1.3,2023-01-01 11:26:16,developer,iPhone; CPU OS 12_4_9,/api/v1/products,PUT,303,706,True
192.168.1.1,2023-01-01 11:30:10,developer,Edge/89.0,/api/v1/inventory,PUT,500,307,True
202.220.227.49,2023-01-01 11:31:26,deve1oper,Safari,/api/v1/dashboard,GET,502,940,False
205.124.200.195,2023-01-01 11:37:35,developer,iPhone; CPU OS 12_4_9,/api/v1/payments,GET,200,843,False
214.207.12.209,2023-01-01 11:39:39,admiin,Safari,/api/v1/configuration,POST,200,810,False
192.168.1.1,2023-01-01 11:40:38,developer,Edge/89.0,/api/v1/orders,POST,502,539,True
192.168.1.2,2023-01-01 11:41:50,admin,Opera/73.0,/api/v1/payments,GET,502,441,True
88.172.223.18,2023-01-01 11:50:35,analyzt,Opera/73.0,/api/v1/configuration,PUT,200,965,False
192.168.1.2,2023-01-01 11:55:52,developer,iPhone; CPU OS 12_4_9,/api/v1/products,PUT,200,568,True
192.168.1.1,2023-01-01 12:00:01,analyst,Edge/89.0,/api/v1/inventory,GET,403,990,True
192.168.1.1,2023-01-01 12:05:13,developer,Chrome/87.0,/api/v1/orders,POST,200,966,True
204.61.236.100,2023-01-01 12:08:48,analyst,Android/84.0,/api/v1/configuration,GET,404,230,False
86.165.94.114,2023-01-01 12:09:17,analyst,iPhone; CPU OS 12_4_9,/api/v1/configuration,DELETE,200,453,False
212.61.15.183,2023-01-01 12:10:18,develOper,Firefox/84.0,/api/v1/configuration,POST,500,134,False
192.168.1.3,2023-01-01 12:11:27,admin,Firefox/84.0,/api/v1/configuration,GET,200,344,True
192.168.1.2,2023-01-01 12:12:14,developer,Chrome/87.0,/api/v1/orders,PUT,403,13,True
192.168.1.3,2023-01-01 12:13:45,analyst,Edge/89.0,/api/v1/orders,GET,303,974,True
192.168.1.2,2023-01-01 12:15:38,developer,Safari,/api/v1/inventory,POST,200,965,True
192.168.1.1,2023-01-01 12:19:59,admin,Edge/89.0,/api/v1/dashboard,DELETE,404,887,True
192.168.1.1,2023-01-01 12:21:44,developer,Edge/89.0,/api/v1/products,POST,200,388,True
192.168.1.1,2023-01-01 12:25:22,developer,Chrome/87.0,/api/v1/inventory,GET,500,119,True
214.4.213.90,2023-01-01 12:26:05,devloper,Firefox/84.0,/api/v1/dashboard,PUT,200,320,False
202.45.223.119,2023-01-01 12:31:50,develOper,Safari,/api/v1/configuration,POST,200,767,False
192.168.1.2,2023-01-01 12:33:31,admin,Opera/73.0,/api/v1/payments,POST,200,46,True
192.168.1.2,2023-01-01 12:35:45,analyst,Safari,/api/v1/products,GET,200,285,True
1.134.72.106,2023-01-01 12:38:11,analyst,Firefox/84.0,/api/v1/configuration,PUT,304,108,False
